OTU,Taxonomy
Otu3590,k__Bacteria(100);p__Proteobacteria(74);unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3591,k__Bacteria(100);p__NKB19(75);unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3592,k__Bacteria(100);p__Proteobacteria(62);unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3594,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3595,k__Bacteria(100);p__Acidobacteria(100);c__Holophagae(100);o__Holophagales(100);f__Holophagaceae(100);g__Geothrix(100);s__(100);
Otu3596,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3597,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3598,k__Bacteria(100);p__Proteobacteria(100);c__Gammaproteobacteria(97);o__Pseudomonadales(96);f__Moraxellaceae(95);g__Perlucidibaca(94);s__(94);
Otu3599,k__Bacteria(100);p__Proteobacteria(76);c__Alphaproteobacteria(61);unclassified;unclassified;unclassified;unclassified;
Otu3600,k__Bacteria(100);p__Cyanobacteria(82);unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3601,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3602,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3603,k__Bacteria(100);p__Proteobacteria(90);c__Deltaproteobacteria(83);unclassified;unclassified;unclassified;unclassified;
Otu3604,k__Bacteria(100);p__TM6(75);c__SJA-4(62);o__(61);f__(61);g__(61);s__(61);
Otu3605,k__Bacteria(100);p__Nitrospirae(93);c__Nitrospira(93);o__Nitrospirales(93);f__[Thermodesulfovibrionaceae](93);g__HB118(89);s__(89);
Otu3606,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3607,k__Bacteria(100);p__Verrucomicrobia(99);c__[Spartobacteria](99);o__[Chthoniobacterales](99);f__[Chthoniobacteraceae](99);unclassified;unclassified;
Otu3608,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3609,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3610,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3611,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3612,k__Bacteria(100);p__Chlamydiae(83);c__Chlamydiia(83);o__Chlamydiales(83);unclassified;unclassified;unclassified;
Otu3613,k__Bacteria(100);p__Proteobacteria(99);c__Deltaproteobacteria(97);o__Bdellovibrionales(95);f__Bdellovibrionaceae(95);g__Bdellovibrio(95);s__(78);
Otu3614,k__Bacteria(100);p__TM6(66);c__SJA-4(64);unclassified;unclassified;unclassified;unclassified;
Otu3615,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3616,k__Bacteria(100);p__Chloroflexi(82);c__Dehalococcoidetes(66);o__Dehalococcoidales(65);unclassified;unclassified;unclassified;
Otu3617,k__Bacteria(100);p__Actinobacteria(100);c__Acidimicrobia(100);o__Acidimicrobiales(100);acV(100);acV-A(100);acV-A1(100);unclassified;
Otu3618,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3619,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3620,k__Bacteria(100);p__OP8(60);c__OP8_1(60);unclassified;unclassified;unclassified;unclassified;
Otu3621,k__Bacteria(100);p__Actinobacteria(70);c__Actinobacteria(69);o__Actinomycetales(64);unclassified;unclassified;unclassified;
Otu3622,k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhodospirillales(99);f__Rhodospirillaceae(99);g__Telmatospirillum(99);unclassified;
Otu3623,k__Bacteria(100);p__Chlamydiae(100);c__Chlamydiia(100);o__Chlamydiales(100);f__Parachlamydiaceae(100);unclassified;unclassified;
Otu3624,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3625,k__Bacteria(100);p__Proteobacteria(88);unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3626,k__Bacteria(100);p__Proteobacteria(81);unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3627,k__Bacteria(100);p__Cyanobacteria(85);unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3628,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3629,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3630,k__Bacteria(100);p__Chlamydiae(84);c__Chlamydiia(84);o__Chlamydiales(84);f__Parachlamydiaceae(73);g__Parachlamydia(64);s__acanthamoebae(64);
Otu3631,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3633,k__Bacteria(100);p__TM6(71);c__SJA-4(66);unclassified;unclassified;unclassified;unclassified;
Otu3634,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3635,k__Bacteria(100);p__Actinobacteria(93);c__Actinobacteria(93);o__Actinomycetales(74);unclassified;unclassified;unclassified;unclassified;
Otu3636,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3637,k__Bacteria(100);p__OP3(95);c__PBS-25(95);o__(95);f__(95);g__(95);s__(95);
Otu3638,k__Bacteria(100);p__Bacteroidetes(100);c__[Saprospirae](85);o__[Saprospirales](85);f__Chitinophagaceae(85);g__(70);s__(70);
Otu3639,k__Bacteria(100);p__Firmicutes(87);unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3640,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3641,k__Bacteria(100);p__Proteobacteria(76);c__Alphaproteobacteria(71);unclassified;unclassified;unclassified;unclassified;
Otu3642,k__Bacteria(100);p__Bacteroidetes(99);c__Flavobacteriia(79);o__Flavobacteriales(79);unclassified;unclassified;unclassified;
Otu3643,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3644,k__Bacteria(100);p__Proteobacteria(100);c__Deltaproteobacteria(100);o__Bdellovibrionales(100);f__Bdellovibrionaceae(100);g__Bdellovibrio(100);s__(100);
Otu3645,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3646,k__Bacteria(100);p__Firmicutes(68);unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3647,k__Bacteria(100);p__Proteobacteria(96);c__Gammaproteobacteria(69);unclassified;unclassified;unclassified;unclassified;
Otu3648,k__Bacteria(100);p__Armatimonadetes(89);c__[Fimbriimonadia](88);o__[Fimbriimonadales](88);f__[Fimbriimonadaceae](80);g__Fimbriimonas(72);s__(72);
Otu3649,k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(70);unclassified;unclassified;unclassified;unclassified;
Otu3650,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3651,k__Bacteria(100);p__Acidobacteria(87);c__Acidobacteriia(85);o__Acidobacteriales(85);f__Acidobacteriaceae(85);g__Acidobacterium(68);s__(68);
Otu3652,k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhizobiales(100);f__Rhizobiaceae(97);unclassified;unclassified;
Otu3653,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3654,k__Bacteria(100);p__Proteobacteria(80);c__Deltaproteobacteria(72);unclassified;unclassified;unclassified;unclassified;
Otu3655,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3656,k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(93);o__Burkholderiales(73);unclassified;unclassified;unclassified;unclassified;
Otu3657,k__Bacteria(100);p__TM6(75);c__SJA-4(73);o__(71);f__(71);g__(71);s__(71);
Otu3658,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3659,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3660,k__Bacteria(100);p__Proteobacteria(84);unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3661,k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Sphingomonadales(100);unclassified;unclassified;unclassified;
Otu3662,k__Bacteria(100);p__Bacteroidetes(97);unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3663,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3664,k__Bacteria(100);p__Proteobacteria(99);c__Alphaproteobacteria(97);o__Caulobacterales(86);f__Caulobacteraceae(86);g__(81);s__(81);
Otu3665,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3666,k__Bacteria(100);p__Bacteroidetes(90);unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3667,k__Bacteria(100);p__Cyanobacteria(83);c__Chloroplast(72);unclassified;unclassified;unclassified;unclassified;
Otu3668,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3669,k__Bacteria(100);p__Bacteroidetes(100);unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3670,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3671,k__Bacteria(100);p__TM6(74);unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3672,k__Bacteria(100);p__Bacteroidetes(98);c__[Saprospirae](81);o__[Saprospirales](81);f__Chitinophagaceae(81);g__(77);s__(77);
Otu3673,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3674,k__Bacteria(100);p__Proteobacteria(88);c__Gammaproteobacteria(78);unclassified;unclassified;unclassified;unclassified;
Otu3675,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3676,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3677,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3678,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3679,k__Bacteria(100);p__Proteobacteria(72);unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3680,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3681,k__Bacteria(100);p__Proteobacteria(96);c__Gammaproteobacteria(90);unclassified;unclassified;unclassified;unclassified;
Otu3682,k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Sphingomonadales(99);alfIV(99);alfIV-B(92);M-L-85(92);unclassified;
Otu3683,k__Bacteria(100);p__Proteobacteria(92);c__Gammaproteobacteria(86);o__Enterobacteriales(69);f__Enterobacteriaceae(69);unclassified;unclassified;
Otu3684,k__Bacteria(100);p__Armatimonadetes(100);c__[Fimbriimonadia](100);o__[Fimbriimonadales](100);f__[Fimbriimonadaceae](100);g__Fimbriimonas(100);s__(100);
Otu3685,k__Bacteria(100);p__Proteobacteria(85);unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3686,k__Bacteria(100);p__Proteobacteria(96);c__Alphaproteobacteria(76);o__Rhodospirillales(63);unclassified;unclassified;unclassified;
Otu3687,k__Bacteria(100);p__TM6(70);unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3688,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3689,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3690,k__Bacteria(100);p__Spirochaetes(99);c__[Leptospirae](99);o__[Leptospirales](99);f__Sediment-4(97);g__SJA-88(97);s__(97);
Otu3691,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3692,k__Bacteria(100);p__Proteobacteria(93);c__Gammaproteobacteria(90);unclassified;unclassified;unclassified;unclassified;
Otu3693,k__Bacteria(100);p__Proteobacteria(73);c__Gammaproteobacteria(66);unclassified;unclassified;unclassified;unclassified;
Otu3694,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3695,k__Bacteria(100);p__Firmicutes(91);c__Clostridia(83);o__Clostridiales(83);f__Ruminococcaceae(83);g__(74);s__(74);
Otu3697,k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Sphingomonadales(99);f__Sphingomonadaceae(84);unclassified;unclassified;
Otu3698,k__Bacteria(100);p__WS1(79);c__(79);o__(79);f__(79);g__(79);s__(79);
Otu3699,k__Bacteria(100);p__Proteobacteria(100);c__Gammaproteobacteria(100);o__Legionellales(100);f__Coxiellaceae(100);g__Rickettsiella(100);s__(100);
Otu3700,k__Bacteria(100);p__TM6(66);c__SJA-4(60);o__(60);f__(60);g__(60);s__(60);
Otu3701,k__Bacteria(100);p__Proteobacteria(76);c__Alphaproteobacteria(65);unclassified;unclassified;unclassified;unclassified;
Otu3702,k__Bacteria(100);p__Proteobacteria(99);c__Betaproteobacteria(93);unclassified;unclassified;unclassified;unclassified;
Otu3703,k__Bacteria(100);p__Verrucomicrobia(99);c__[Pedosphaerae](98);o__[Pedosphaerales](97);unclassified;unclassified;unclassified;
Otu3704,k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhodospirillales(100);f__Acetobacteraceae(100);g__(67);s__(67);
Otu3705,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3706,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3707,k__Bacteria(100);p__Bacteroidetes(97);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3708,k__Bacteria(100);p__Proteobacteria(88);c__Gammaproteobacteria(85);unclassified;unclassified;unclassified;unclassified;
Otu3709,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3710,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3711,k__Bacteria(100);p__Proteobacteria(95);c__Alphaproteobacteria(84);o__Rhodospirillales(78);f__Rhodospirillaceae(78);g__Phaeospirillum(77);s__(62);
Otu3712,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3713,k__Bacteria(100);p__Firmicutes(71);c__Clostridia(70);o__Clostridiales(70);unclassified;unclassified;unclassified;
Otu3714,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3715,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3716,k__Bacteria(100);p__Bacteroidetes(98);unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3717,k__Bacteria(100);p__Cyanobacteria(80);unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3718,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3719,k__Bacteria(100);p__Proteobacteria(98);c__Alphaproteobacteria(87);o__Rhodospirillales(87);unclassified;unclassified;unclassified;
Otu3720,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3721,k__Bacteria(100);p__Fibrobacteres(100);c__TG3(100);o__TG3-1(100);f__TSCOR003-O20(100);g__(100);s__(100);
Otu3722,k__Bacteria(100);p__Bacteroidetes(100);c__[Saprospirae](100);o__[Saprospirales](100);f__Chitinophagaceae(100);g__(82);s__(82);
Otu3723,k__Bacteria(100);p__Proteobacteria(93);c__Gammaproteobacteria(86);unclassified;unclassified;unclassified;unclassified;
Otu3724,k__Bacteria(100);p__Bacteroidetes(97);c__[Saprospirae](65);o__[Saprospirales](65);f__Chitinophagaceae(65);unclassified;unclassified;
Otu3725,k__Bacteria(100);p__Proteobacteria(72);unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3726,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3727,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3728,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3729,k__Bacteria(100);p__Proteobacteria(95);c__Gammaproteobacteria(73);unclassified;unclassified;unclassified;unclassified;
Otu3730,k__Bacteria(100);p__Firmicutes(75);c__Clostridia(70);o__Clostridiales(70);unclassified;unclassified;unclassified;
Otu3731,k__Bacteria(100);p__Proteobacteria(100);c__Gammaproteobacteria(88);unclassified;unclassified;unclassified;unclassified;
Otu3732,k__Bacteria(100);p__TM6(74);c__SJA-4(74);o__(73);f__(73);g__(73);s__(73);
Otu3733,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3734,k__Bacteria(100);p__Armatimonadetes(100);c__SJA-176(100);o__RB046(99);f__(99);g__(99);s__(99);
Otu3735,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3736,k__Bacteria(100);p__Bacteroidetes(76);c__Cytophagia(65);o__Cytophagales(65);unclassified;unclassified;unclassified;
Otu3737,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3738,k__Bacteria(100);p__TM6(99);c__SBRH58(97);o__(97);f__(97);g__(97);s__(97);
Otu3739,k__Bacteria(100);p__Proteobacteria(79);unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3740,k__Bacteria(100);p__Chlamydiae(62);c__Chlamydiia(62);o__Chlamydiales(62);unclassified;unclassified;unclassified;
Otu3741,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3742,k__Bacteria(100);p__Bacteroidetes(100);c__Flavobacteriia(75);o__Flavobacteriales(75);unclassified;unclassified;unclassified;
Otu3743,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3744,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu3745,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
