,Kingdom,Phylum,Class,Order,Lineage,Clade,Tribe
Otu4660,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu4661,k__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,f__Parachlamydiaceae,g__Parachlamydia,s__acanthamoebae
Otu4662,k__Bacteria,p__Proteobacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4663,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu4664,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4665,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4666,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__MIZ46,f__,g__,s__
Otu4667,k__Bacteria,p__Proteobacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4668,k__Bacteria,p__Proteobacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4669,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4670,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4671,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4672,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4673,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4674,k__Bacteria,p__Actinobacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4675,k__Bacteria,p__TM6,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4676,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,unclassified,unclassified,unclassified
Otu4677,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4678,k__Bacteria,p__Cyanobacteria,c__Chloroplast,unclassified,unclassified,unclassified,unclassified
Otu4679,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4680,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfobacterales,f__Desulfobulbaceae,g__Desulfobulbus,s__
Otu4681,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4682,k__Bacteria,p__Cyanobacteria,c__4C0d-2,unclassified,unclassified,unclassified,unclassified
Otu4683,k__Bacteria,p__Proteobacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4684,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__,s__
Otu4685,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4686,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4687,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu4688,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4689,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__,g__,s__
Otu4690,k__Bacteria,p__Acidobacteria,c__Solibacteres,o__Solibacterales,f__Solibacteraceae,g__CandidatusSolibacter,s__
Otu4691,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4692,k__Bacteria,p__TM6,c__SBRH58,o__,f__,g__,s__
Otu4693,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__,s__
Otu4694,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4695,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4696,k__Bacteria,p__Bacteroidetes,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4697,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,unclassified,unclassified,unclassified
Otu4698,k__Bacteria,p__Verrucomicrobia,c__[Pedosphaerae],o__[Pedosphaerales],f__auto67_4W,g__,s__
Otu4699,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,unclassified,unclassified
Otu4700,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4701,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4702,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Arcobacter,s__cryaerophilus
Otu4703,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Polyangiaceae,g__Chondromyces,s__
Otu4704,k__Bacteria,p__Verrucomicrobia,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4705,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,unclassified,unclassified,unclassified
Otu4706,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4707,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Polyangiaceae,unclassified,unclassified
Otu4708,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu4709,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4710,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu4711,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4712,k__Bacteria,p__Cyanobacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4713,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,unclassified,unclassified,unclassified
Otu4714,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfobacterales,f__Desulfobulbaceae,unclassified,unclassified
Otu4715,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,unclassified,unclassified
Otu4716,k__Bacteria,p__GN02,c__GKS2-174,o__,f__,g__,s__
Otu4717,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4718,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Tissierellaceae],unclassified,unclassified
Otu4719,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4720,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__,s__
Otu4721,k__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,unclassified,unclassified,unclassified
Otu4722,k__Bacteria,p__Bacteroidetes,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4723,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4724,k__Bacteria,p__OP3,c__BD4-9,o__,f__,g__,s__
Otu4725,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Polyangiaceae,unclassified,unclassified
Otu4726,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4727,k__Bacteria,p__Proteobacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4728,k__Bacteria,p__Verrucomicrobia,c__Opitutae,o__Opitutales,f__Opitutaceae,g__Opitutus,s__
Otu4729,k__Bacteria,p__Proteobacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4730,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4731,k__Bacteria,p__NKB19,c__,o__,f__,g__,s__
Otu4732,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,unclassified,unclassified,unclassified
Otu4733,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4734,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfobacterales,f__Desulfobacteraceae,g__Desulfofaba,s__
Otu4735,k__Bacteria,p__Verrucomicrobia,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4736,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu4737,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4738,k__Bacteria,p__Bacteroidetes,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4739,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu4740,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4741,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4742,k__Bacteria,p__OP3,c__BD4-9,o__,f__,g__,s__
Otu4743,k__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,unclassified,unclassified,unclassified
Otu4744,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4745,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cytophagaceae,unclassified,unclassified
Otu4746,k__Bacteria,p__TM6,c__SBRH58,o__,f__,g__,s__
Otu4747,k__Bacteria,p__WPS-2,c__,o__,f__,g__,s__
Otu4748,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu4749,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Cryomorphaceae,g__,s__
Otu4750,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu4751,k__Bacteria,p__Lentisphaerae,c__[Lentisphaeria],o__Z20,f__,g__,s__
Otu4752,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4753,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4754,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Polyangiaceae,g__Chondromyces,s__
Otu4755,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu4756,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,unclassified,unclassified,unclassified
Otu4757,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4758,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4759,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4760,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Aerococcaceae,g__Aerococcus,s__
Otu4761,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu4762,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4763,k__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,f__Parachlamydiaceae,g__Parachlamydia,s__acanthamoebae
Otu4764,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Bdellovibrionales,f__Bdellovibrionaceae,g__Bdellovibrio,s__
Otu4765,k__Bacteria,p__OP3,c__BD4-9,o__,f__,g__,s__
Otu4766,k__Bacteria,p__Cyanobacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4767,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4768,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu4769,k__Bacteria,p__Proteobacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4770,k__Bacteria,p__Proteobacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4771,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4772,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4773,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4774,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4775,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4776,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4777,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu4778,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Nocardiaceae,g__Rhodococcus,s__
Otu4779,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4780,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4781,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu4782,k__Bacteria,p__Proteobacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4783,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4784,k__Bacteria,p__Armatimonadetes,c__SJA-176,o__RB046,f__,g__,s__
Otu4785,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4786,k__Bacteria,p__Lentisphaerae,c__[Lentisphaeria],o__Victivallales,f__Victivallaceae,g__,s__
Otu4788,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu4789,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4790,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4791,k__Bacteria,p__Bacteroidetes,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4793,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Solirubrobacterales,f__Solirubrobacteraceae,g__,s__
Otu4794,k__Bacteria,p__Bacteroidetes,c__[Saprospirae],o__[Saprospirales],f__Chitinophagaceae,g__,s__
Otu4795,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4796,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,betI,betI-A,Lhab-A2
Otu4797,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu4798,k__Bacteria,p__Chlorobi,c__Ignavibacteria,o__Ignavibacteriales,unclassified,unclassified,unclassified
Otu4799,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4800,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__,s__
Otu4801,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__WCHB1-50,f__,g__,s__
Otu4802,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4803,k__Bacteria,p__Proteobacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4804,k__Bacteria,p__Bacteroidetes,c__[Saprospirae],o__[Saprospirales],f__Chitinophagaceae,g__,s__
Otu4805,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4806,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4807,k__Bacteria,p__OP3,c__BD4-9,o__,f__,g__,s__
Otu4808,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu4809,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4810,k__Bacteria,p__Cyanobacteria,c__Chloroplast,o__Euglenozoa,f__,g__,s__
Otu4811,k__Bacteria,p__Bacteroidetes,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4812,k__Bacteria,p__Proteobacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4813,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4814,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4815,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4816,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4817,k__Bacteria,p__TM6,c__SJA-4,o__,f__,g__,s__
Otu4818,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4819,k__Bacteria,p__Proteobacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4820,k__Bacteria,p__Verrucomicrobia,c__[Spartobacteria],o__[Chthoniobacterales],f__[Chthoniobacteraceae],unclassified,unclassified
Otu4821,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4822,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,unclassified,unclassified,unclassified
Otu4823,k__Bacteria,p__Firmicutes,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4824,k__Bacteria,p__Proteobacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4825,k__Bacteria,p__Proteobacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4826,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4827,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,unclassified,unclassified
Otu4828,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,unclassified,unclassified
Otu4829,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4830,k__Bacteria,p__Proteobacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4831,k__Bacteria,p__OP3,c__BD4-9,o__,f__,g__,s__
Otu4832,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Bdellovibrionales,f__Bacteriovoracaceae,unclassified,unclassified
Otu4833,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Paludibacter,s__
Otu4834,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Bdellovibrionales,f__Bdellovibrionaceae,g__Bdellovibrio,s__
Otu4835,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4836,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4837,k__Bacteria,p__Bacteroidetes,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4838,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4839,k__Bacteria,p__Cyanobacteria,c__4C0d-2,o__YS2,f__,g__,s__
Otu4840,k__Bacteria,p__TM6,c__SBRH58,o__,f__,g__,s__
Otu4841,k__Bacteria,p__Bacteroidetes,c__[Saprospirae],o__[Saprospirales],f__Chitinophagaceae,g__,s__
Otu4842,k__Bacteria,p__Bacteroidetes,c__Sphingobacteria,o__Sphingobacteriales,bacI,unclassified,unclassified
Otu4843,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4844,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4845,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4846,k__Bacteria,p__TM7,c__SC3,o__,f__,g__,s__
Otu4847,k__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__[Thermodesulfovibrionaceae],g__HB118,s__
Otu4848,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4849,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Polyangiaceae,g__Chondromyces,s__
Otu4850,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4851,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu4852,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4853,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,unclassified,unclassified,unclassified
Otu4854,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4855,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4856,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4857,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4858,k__Bacteria,p__Proteobacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4859,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4860,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__WCHB1-50,f__,g__,s__
Otu4861,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4863,k__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,unclassified,unclassified,unclassified
Otu4864,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Rhodocyclales,f__Rhodocyclaceae,unclassified,unclassified
Otu4865,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4866,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4867,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Coxiellaceae,g__Aquicella,s__
Otu4868,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4869,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4870,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4871,k__Bacteria,p__TM6,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4872,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4873,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__,s__
Otu4874,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__C111,g__,s__
Otu4875,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Polyangiaceae,g__Chondromyces,s__
Otu4876,k__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,f__Parachlamydiaceae,g__Parachlamydia,s__acanthamoebae
Otu4877,k__Bacteria,p__Bacteroidetes,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4878,k__Bacteria,p__Verrucomicrobia,c__[Pedosphaerae],o__[Pedosphaerales],unclassified,unclassified,unclassified
Otu4879,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Acidobacteriaceae,g__Acidobacterium,s__
Otu4880,k__Bacteria,p__Verrucomicrobia,c__[Pedosphaerae],o__[Pedosphaerales],unclassified,unclassified,unclassified
Otu4881,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4882,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4883,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4884,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4885,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Cryomorphaceae,g__Fluviicola,s__
Otu4887,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4888,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Bdellovibrionales,f__Bacteriovoracaceae,g__,s__
Otu4889,k__Bacteria,p__Proteobacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4890,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,unclassified,unclassified,unclassified
Otu4891,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4892,k__Bacteria,p__SR1,c__,o__,f__,g__,s__
Otu4893,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4894,k__Bacteria,p__Proteobacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4895,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Coxiellaceae,g__Aquicella,s__
Otu4896,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Veillonellaceae,unclassified,unclassified
Otu4897,k__Bacteria,p__SR1,c__,o__,f__,g__,s__
Otu4898,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu4899,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4900,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4901,k__Bacteria,p__Bacteroidetes,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4902,k__Bacteria,p__Cyanobacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4903,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4904,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4905,k__Bacteria,p__Proteobacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4906,k__Bacteria,p__Bacteroidetes,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4907,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__,s__
Otu4908,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4909,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__[Weeksellaceae],g__Cloacibacterium,s__
Otu4910,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4911,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4912,k__Bacteria,p__Bacteroidetes,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4913,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4914,k__Bacteria,p__Bacteroidetes,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4915,k__Bacteria,p__Cyanobacteria,c__4C0d-2,unclassified,unclassified,unclassified,unclassified
Otu4916,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Micrococcaceae,g__Micrococcus,s__
Otu4917,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4918,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4919,k__Bacteria,p__Proteobacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4920,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4921,k__Bacteria,p__Proteobacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4923,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4924,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,unclassified,unclassified
Otu4925,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__,s__
Otu4926,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4927,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4928,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4929,k__Bacteria,p__Armatimonadetes,c__SJA-176,o__RB046,f__,g__,s__
Otu4930,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4931,k__Bacteria,p__Proteobacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4932,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4934,k__Bacteria,p__Cyanobacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4935,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
